0.5720963026818714,2.734658872432153,467426.51621546503,875.2428553112359,-0.3804117387603623,1.3492913924343166,0.5664165120837523,1.3088640092780728,80.78303246945883,4.050327726022376,0.4341666376350084,3.2988657422602223,3640.4972845143434 | 165.8499903766672
0.600701117815965,2.734658872432153,467426.51621546503,875.2428553112359,-0.3804117387603623,1.3492913924343166,0.5664165120837523,1.3088640092780728,80.78303246945883,4.050327726022376,0.4341666376350084,3.2988657422602223,3640.4972845143434 | 242.53123567296626
0.5720963026818714,2.871391816053761,467426.51621546503,875.2428553112359,-0.3804117387603623,1.3492913924343166,0.5664165120837523,1.3088640092780728,80.78303246945883,4.050327726022376,0.4341666376350084,3.2988657422602223,3640.4972845143434 | 181.74336444320392
0.5720963026818714,2.734658872432153,490797.84202623833,875.2428553112359,-0.3804117387603623,1.3492913924343166,0.5664165120837523,1.3088640092780728,80.78303246945883,4.050327726022376,0.4341666376350084,3.2988657422602223,3640.4972845143434 | 177.57655669873688
0.5720963026818714,2.734658872432153,467426.51621546503,919.0049980767977,-0.3804117387603623,1.3492913924343166,0.5664165120837523,1.3088640092780728,80.78303246945883,4.050327726022376,0.4341666376350084,3.2988657422602223,3640.4972845143434 | 159.58481836474203
0.5720963026818714,2.734658872432153,467426.51621546503,875.2428553112359,-0.3994323256983804,1.3492913924343166,0.5664165120837523,1.3088640092780728,80.78303246945883,4.050327726022376,0.4341666376350084,3.2988657422602223,3640.4972845143434 | 169.17917396605915
0.5720963026818714,2.734658872432153,467426.51621546503,875.2428553112359,-0.3804117387603623,1.4167559620560326,0.5664165120837523,1.3088640092780728,80.78303246945883,4.050327726022376,0.4341666376350084,3.2988657422602223,3640.4972845143434 | 150.94929959686792
0.5720963026818714,2.734658872432153,467426.51621546503,875.2428553112359,-0.3804117387603623,1.3492913924343166,0.59473733768794,1.3088640092780728,80.78303246945883,4.050327726022376,0.4341666376350084,3.2988657422602223,3640.4972845143434 | 242.53123567296632
0.5720963026818714,2.734658872432153,467426.51621546503,875.2428553112359,-0.3804117387603623,1.3492913924343166,0.5664165120837523,1.3743072097419764,80.78303246945883,4.050327726022376,0.4341666376350084,3.2988657422602223,3640.4972845143434 | 4887.521140164371
0.5720963026818714,2.734658872432153,467426.51621546503,875.2428553112359,-0.3804117387603623,1.3492913924343166,0.5664165120837523,1.3088640092780728,84.82218409293178,4.050327726022376,0.4341666376350084,3.2988657422602223,3640.4972845143434 | 370.1630989978415
0.5720963026818714,2.734658872432153,467426.51621546503,875.2428553112359,-0.3804117387603623,1.3492913924343166,0.5664165120837523,1.3088640092780728,80.78303246945883,4.252844112323495,0.4341666376350084,3.2988657422602223,3640.4972845143434 | 158.6564406480032
0.5720963026818714,2.734658872432153,467426.51621546503,875.2428553112359,-0.3804117387603623,1.3492913924343166,0.5664165120837523,1.3088640092780728,80.78303246945883,4.050327726022376,0.4558749695167588,3.2988657422602223,3640.4972845143434 | 166.03824476703937
0.5720963026818714,2.734658872432153,467426.51621546503,875.2428553112359,-0.3804117387603623,1.3492913924343166,0.5664165120837523,1.3088640092780728,80.78303246945883,4.050327726022376,0.4341666376350084,3.4638090293732335,3640.4972845143434 | 1737.3992682770515
0.5720963026818714,2.734658872432153,467426.51621546503,875.2428553112359,-0.3804117387603623,1.3492913924343166,0.5664165120837523,1.3088640092780728,80.78303246945883,4.050327726022376,0.4341666376350084,3.2988657422602223,3822.522148740061 | 286.57539661130016
0.5764970434717321,2.7556947099124014,471022.1048017378,881.9754926597845,-0.3833379829046726,1.359670556991504,0.5707735621767045,1.2434208088141696,81.40444041153161,4.081484093145622,0.43750638100143124,3.3242416325853004,3668.5011097798374 | 6901.364127899607
0.5731964878793365,2.7399178318022153,468325.4133620332,876.926014648373,-0.38114329979643985,1.3518861835736136,0.5675057746069904,1.3415856095100247,80.93838445497703,4.058116817803187,0.4350015734766141,3.305209714841492,3647.498240830717 | 1422.3549012343287
0.5766663027328806,2.7565037805847186,471160.3966704407,882.234440250113,-0.3834505307563769,1.3600697556283188,0.5709411410264336,1.3138981016214504,81.42834071699592,4.082682414958056,0.43763483266937075,3.134898450928944,3669.5781799823567 | 6594.65336276672
0.5732388026946237,2.7401200994702943,468359.98632920894,876.9907515459552,-0.38117143675936593,1.3519859832328172,0.5675476693194226,1.3101225323639172,80.94435953134311,4.058416398256296,0.43503368639359896,3.3815813847621614,3647.7675083813465 | 488.6802904253493
0.5755726275069981,2.751275939317438,470266.8184418995,880.5612404356809,-0.3827232984838264,1.3574903182827458,0.5698583238435696,1.2763360279824052,81.27390797399558,4.074939412477724,0.4368048372765318,3.30524725314079,3662.618649443003 | 1378.6069723731812
0.5749785926000827,2.7484364124386325,469781.4671719329,879.652433988854,-0.3823282988119797,1.3560892846054626,0.5692701865344247,1.29264842336431,81.19002709424095,4.0707337638090895,0.4363540213265523,3.305237868565966,3658.8385472899317 | 403.8384982208012
0.5757979726771661,2.752353104413718,470450.9348351428,880.9059931446986,-0.3828731402982255,1.3580217957577954,0.5700814317795992,1.3051107806670346,81.3057279073061,4.076534811340427,0.43697585281077067,3.2171304268822443,3664.05261864754 | 1162.3745706598697
0.5738785951902593,2.7431783507061502,468882.7234556924,877.9695619456411,-0.3815968626440808,1.3534949363640618,0.5681811099344667,1.3088695944396966,81.03470162533387,4.062946001527329,0.4355192279978919,3.340468645292182,3651.838785947895 | 207.9241167219381
